year,measure,Achara,Boonsri,Busarakhan,Chai,Decha,Kannika,Kohsoom,Sakda,Somchair,Tansanee
2008,Orthophosphate-phosphorus,0,38.76190476,38.68333333,38.12727273,0,35.07272727,182.8181818,38.46944444,36.35,0
2009,Orthophosphate-phosphorus,119.3333333,40,74.25833333,73.40512821,44.63636364,60.07631579,186.1666667,61.23846154,52.9,33.05833333
2010,Orthophosphate-phosphorus,218.8888889,213.1034483,19.33333333,25.47435897,36.75,21.18611111,84.225,35,32.83333333,62.66666667
2011,Orthophosphate-phosphorus,88.875,199.9333333,18.5,28.02564103,43.46666667,26.26666667,66.45833333,25.16666667,14.25,93.18181818
2012,Orthophosphate-phosphorus,59.5,53.72727273,30.50416667,43.68717949,35.83333333,38.81666667,85.97272727,35.14722222,22,79.43478261
2013,Orthophosphate-phosphorus,23.5,28.97222222,38.12307692,47.84210526,36.125,45.88571429,375.6583333,34.63888889,36.61538462,122.9230769
2014,Orthophosphate-phosphorus,23.08333333,88.88333333,71.72307692,48.12666667,34.32692308,32.5975,406.25,30.54694444,57.50653846,113.7692308
2015,Orthophosphate-phosphorus,48.83333333,40.484375,45.42307692,45.73717949,26.584,42.58333333,235.2666667,47.97222222,45.97692308,72
2016,Orthophosphate-phosphorus,35.75,36.41666667,45.43461538,43.03846154,32.69230769,51.58333333,189.125,44.08333333,32.02692308,108.5
1998,Oxygen saturation,0,0,0,0,0,0,0,0,0,0
1999,Oxygen saturation,0,0,0,0,0,0,0,0,0,0
2000,Oxygen saturation,0,0,0,0,0,0,0,0,0,0
2001,Oxygen saturation,0,0,0,0,0,0,0,0,0,0
2002,Oxygen saturation,0,0,0,0,0,0,0,0,0,0
2003,Oxygen saturation,0,0,0,0,0,0,0,0,0,0
2004,Oxygen saturation,0,0,0,0,0,0,0,0,0,0
2005,Oxygen saturation,0,78504.84864,71777.777,76935.74098,0,78366.66704,77500,83644.44489,72755.55511,0
2006,Oxygen saturation,0,83298,68222.5,81744.16667,0,79188.88889,103900,79341.66667,66549.16667,0
2007,Oxygen saturation,0,83280.78431,78808.33333,77320.14706,0,83089.44444,89566.66667,82919.44444,77988.33333,0
2008,Oxygen saturation,0,84254.92063,79151.66667,82035.07937,0,86520.60606,89658.18182,82645.83333,77210,0
2009,Oxygen saturation,0,85520.72727,87974.16667,87360.28986,109312.7273,88212.89474,80925,86799.69697,86577.5,115222.5
2010,Oxygen saturation,0,87251.03448,92386.66667,92650.86957,0,87525,67223.33333,85437.5,94929.16667,96075.83333
2011,Oxygen saturation,0,88767.66667,86041,91060.47619,95926.66667,90278.20513,71433.33333,92509.16667,90057,77152.5
2012,Oxygen saturation,0,90317.87879,85384.28571,84906,0,87243.33333,71536.36364,83228.66667,84860,70036.66667
2013,Oxygen saturation,0,92632.77778,0,0,0,0,77504.44444,0,0,91554.61538
2014,Oxygen saturation,93666.66667,91316.16667,0,0,78268,0,78363.33333,0,0,84628.33333
2015,Oxygen saturation,89833.33333,90177.8125,0,0,102971.6667,93115.27778,84608.33333,85400.27778,0,83445.83333
2016,Oxygen saturation,96416.66667,88947.42857,0,0,99111.53846,88619.66667,68932.5,85400.33333,0,76984.16667
1998,p,p-DDD,0,0,0,0,0,0,0,0,0,0
1999,p,p-DDD,0,0,0,0,0,0,0,0,0,0
2000,p,p-DDD,0,0,0,0,0,0,0,0,0,0
2001,p,p-DDD,0,0,0,0,0,0,0,0,0,0
2002,p,p-DDD,0,0,0,0,0,0,0,0,0,0
2003,p,p-DDD,0,0,0,0,0,0,0,0,0,0
2004,p,p-DDD,0,0,0,0,0,0,0,0,0,0
2005,p,p-DDD,0,0.162765625,0.264166667,0.188333333,0,0.141909091,0.1132,0.160085714,0.181166667,0
2006,p,p-DDD,0,0.0855,0.0566,0.050333333,0,0.03084,0.0664,0.031884615,0.047,0
2007,p,p-DDD,0,0.022705882,0.0175,0.013741935,0,0.015222222,0.025583333,0.01325,0.016166667,0
2008,p,p-DDD,0,0,0,0,0,0,0,0,0,0
2009,p,p-DDD,0,0,0,0,0,0,0,0,0,0
2010,p,p-DDD,0,0,0,0,0,0,0,0,0,0
2011,p,p-DDD,0,0,0,0,0,0,0,0,0,0
2012,p,p-DDD,0,0,0,0,0,0,0,0,0,0
2013,p,p-DDD,0,0,0,0,0,0,0,0,0,0
2014,p,p-DDD,0,0,0,0,0,0,0,0,0,0
2015,p,p-DDD,0,0,0,0,0,0,0,0,0,0
2016,p,p-DDD,0,0,0,0,0,0,0,0,0,0
1998,p,p-DDE,0,0,0,0,0,0,0,0,0,0
1999,p,p-DDE,0,0,0,0,0,0,0,0,0,0
2000,p,p-DDE,0,0,0,0,0,0,0,0,0,0
2001,p,p-DDE,0,0,0,0,0,0,0,0,0,0
2002,p,p-DDE,0,0,0,0,0,0,0,0,0,0
2003,p,p-DDE,0,0,0,0,0,0,0,0,0,0
2004,p,p-DDE,0,0,0,0,0,0,0,0,0,0
2005,p,p-DDE,0,0.0516,0.073916667,0.055292308,0,0.062484848,0.0366,0.05353125,0.046909091,0
2006,p,p-DDE,0,0.025576271,0.0252,0.025728814,0,0.023727273,0.0254,0.016533333,0.021454545,0
2007,p,p-DDE,0,0.007627451,0.006,0.006693548,0,0.006555556,0.007833333,0.005833333,0.00575,0
2008,p,p-DDE,0,0,0,0,0,0,0,0,0,0
2009,p,p-DDE,0,0,0,0,0,0,0,0,0,0
2010,p,p-DDE,0,0,0,0,0,0,0,0,0,0
2011,p,p-DDE,0,0,0,0,0,0,0,0,0,0
2012,p,p-DDE,0,0,0,0,0,0,0,0,0,0
2013,p,p-DDE,0,0,0,0,0,0,0,0,0,0
2014,p,p-DDE,0,0,0,0,0,0,0,0,0,0
2015,p,p-DDE,0,0,0,0,0,0,0,0,0,0
2016,p,p-DDE,0,0,0,0,0,0,0,0,0,0
1998,p,p-DDT,0,0.0005,0,0.004666667,0,0.006666667,0.003,0,0,0
1999,p,p-DDT,0,0.046425806,0.316363636,0.159333333,0,0.200264706,0.107333333,0.159161111,0.153,0
2000,p,p-DDT,0,0.108571429,0.065,0.052777778,0,0.07,0.091666667,0.08,0.063333333,0
2001,p,p-DDT,0,0.053888889,0.178571429,0.219083333,0,0.3544,0.1,0.19712,0.411666667,0
2002,p,p-DDT,0,0.01,0.004,0.019375,0,0.005823529,0.028571429,0.028333333,0.018333333,0
2003,p,p-DDT,0,0,0.023,0.031166667,0,0.001,0.001,0.028,0.0285,0
2004,p,p-DDT,0,0.005666667,0.013,0.010333333,0,0.06,0.017,0.0256,0.044,0
2005,p,p-DDT,0,0.004078431,0.002888889,0.0035,0,0.001541667,0.001857143,0.0077,0.004875,0
2006,p,p-DDT,0,0.054788462,0.045777778,0.053468085,0,0.041037037,0.0458,0.046777778,0.131333333,0
2007,p,p-DDT,0,0.025627451,0.019333333,0.018032258,0,0.022694444,0.022333333,0.021222222,0.015666667,0
2008,p,p-DDT,0,0.006085385,0.0092,0.034074074,0,0.016703704,0.010815556,0.013277778,0.04,0
2009,p,p-DDT,0,0.001,0.027,0.02862069,0,0.023461538,0.001,0.0218,0.028,0
2010,p,p-DDT,0,0.003,0.05,0.05,0,0.05,0.003,0.05,0.05,0
2011,p,p-DDT,0,0,0,0,0,0,0,0,0,0
2012,p,p-DDT,0,0,0,0,0.001666667,0,0,0.002383333,0,0
2013,p,p-DDT,0,0.112121212,0,0,0,0,0,0,0,0
2014,p,p-DDT,0,0,0,0,0,0,0,0,0,0
2015,p,p-DDT,0,0,0,0,0,0,0,0,0,0
2016,p,p-DDT,0,0,0,0,0,0,0,0,0,0
1998,PAHs,0,0,0,0,0,0,0,0,0,0
1999,PAHs,0,0,0,0,0,0,0,0,0,0
2000,PAHs,0,0,0,0,0,0,0,0,0,0
2001,PAHs,0,0,0,0,0,0,0,0,0,0
2002,PAHs,0,9.3,6.45,6.69,0,5.78,40.9,3.93,6.55,0
2003,PAHs,0,0,0,0,0,0,0,0,0,0
2004,PAHs,0,0,0,0,0,0,0,0,0,0
2005,PAHs,0,0,0,0,0,0,0,0,0,0
2006,PAHs,0,0,0,0,0,0,0,0,0,0
2007,PAHs,0,0,0,0,0,0,0,0,0,0
2008,PAHs,0,0,0,0,0,0,0,0,0,0
2009,PAHs,0,0,0,0,0,0,0,0,0,0
2010,PAHs,0,0,0,0,0,0,0,0,0,0
2011,PAHs,0,0,0,0,0,0,0,0,0,0
2012,PAHs,0,0,0,0,0,0,0,0,0,0
2013,PAHs,0,0,0,0,0,0,0,0,0,0
2014,PAHs,0,0,0,0,0,0,0,0,0,0
2015,PAHs,0,0,0,0,0,0,0,0,0,0
2016,PAHs,0,0,0,0,0,0,0,0,0,0
1998,PCB 101,0,0,0,0,0,0,0,0,0,0
1999,PCB 101,0,0,0,0,0,0,0,0,0,0
2000,PCB 101,0,0,0,0,0,0,0,0,0,0
2001,PCB 101,0,0,0,0,0,0,0,0,0,0
2002,PCB 101,0,0,0,0,0,0,0,0,0,0
2003,PCB 101,0,0,0.001,0.001,0,0.001,0.001,0.001,0.001,0
2004,PCB 101,0,0,0,0,0,0,0,0,0,0
2005,PCB 101,0,0,0,0,0,0,0,0,0,0
2006,PCB 101,0,0,0,0,0,0,0,0,0,0
2007,PCB 101,0,0,0,0,0,0,0,0,0,0
2008,PCB 101,0,0.001319231,0,0,0,0,0.001048889,0,0,0
2009,PCB 101,0,0.001,0.002,0.002,0,0.002,0.001,0.002,0.002,0
2010,PCB 101,0,0,0,0,0,0,0,0,0,0
2011,PCB 101,0,0,0,0,0,0,0,0,0,0
2012,PCB 101,0,0,0,0,0,0,0,0,0,0
2013,PCB 101,0,0,0,0,0,0,0,0,0,0
2014,PCB 101,0,0,0,0,0,0,0,0,0,0
2015,PCB 101,0,0,0,0,0,0,0,0,0,0
2016,PCB 101,0,0,0,0,0,0,0,0,0,0
1998,PCB 118,0,0,0,0,0,0,0,0,0,0
1999,PCB 118,0,0,0,0,0,0,0,0,0,0
2000,PCB 118,0,0,0,0,0,0,0,0,0,0
2001,PCB 118,0,0,0,0,0,0,0,0,0,0
2002,PCB 118,0,0,0,0,0,0,0,0,0,0
2003,PCB 118,0,0,0,0,0,0,0,0,0,0
2004,PCB 118,0,0,0,0,0,0,0,0,0,0
2005,PCB 118,0,0,0,0,0,0,0,0,0,0
2006,PCB 118,0,0,0,0,0,0,0,0,0,0
2007,PCB 118,0,0,0,0,0,0,0,0,0,0
2008,PCB 118,0,0,0,0,0,0,0,0,0,0
2009,PCB 118,0,0,0.002,0.002,0,0.002,0,0.002,0.002,0
2010,PCB 118,0,0,0,0,0,0,0,0,0,0
2011,PCB 118,0,0,0,0,0,0,0,0,0,0
2012,PCB 118,0,0,0,0,0,0,0,0,0,0
2013,PCB 118,0,0,0,0,0,0,0,0,0,0
2014,PCB 118,0,0,0,0,0,0,0,0,0,0
2015,PCB 118,0,0,0,0,0,0,0,0,0,0
2016,PCB 118,0,0,0,0,0,0,0,0,0,0
1998,PCB 138,0,0,0,0,0,0,0,0,0,0
1999,PCB 138,0,0,0,0,0,0,0,0,0,0
2000,PCB 138,0,0,0,0,0,0,0,0,0,0
2001,PCB 138,0,0,0,0,0,0,0,0,0,0
2002,PCB 138,0,0,0,0,0,0,0,0,0,0
2003,PCB 138,0,0,0.001,0.001,0,0.001,0.001,0.001,0.001,0
2004,PCB 138,0,0,0,0,0,0,0,0,0,0
2005,PCB 138,0,0,0,0,0,0,0,0,0,0
2006,PCB 138,0,0,0,0,0,0,0,0,0,0
2007,PCB 138,0,0,0,0,0,0,0,0,0,0
2008,PCB 138,0,0.002,0,0,0,0,0.002,0,0,0
2009,PCB 138,0,0.002055882,0.002,0.002,0,0.002,0.002,0.002,0.002,0
2010,PCB 138,0,0,0,0,0,0,0,0,0,0
2011,PCB 138,0,0,0,0,0,0,0,0,0,0
2012,PCB 138,0,0,0,0,0,0,0,0,0,0
2013,PCB 138,0,0,0,0,0,0,0,0,0,0
2014,PCB 138,0,0,0,0,0,0,0,0,0,0
2015,PCB 138,0,0,0,0,0,0,0,0,0,0
2016,PCB 138,0,0,0,0,0,0,0,0,0,0
1998,PCB 153,0,0,0,0,0,0,0,0,0,0
1999,PCB 153,0,0,0,0,0,0,0,0,0,0
2000,PCB 153,0,0,0,0,0,0,0,0,0,0
2001,PCB 153,0,0,0,0,0,0,0,0,0,0
2002,PCB 153,0,0,0,0,0,0,0,0,0,0
2003,PCB 153,0,0,0.001,0.001,0,0.001,0.001,0.001,0.001,0
2004,PCB 153,0,0,0,0,0,0,0,0,0,0
2005,PCB 153,0,0,0,0,0,0,0,0,0,0
2006,PCB 153,0,0,0,0,0,0,0,0,0,0
2007,PCB 153,0,0,0,0,0,0,0,0,0,0
2008,PCB 153,0,0.002,0,0,0,0,0.002,0,0,0
2009,PCB 153,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0
2010,PCB 153,0,0,0,0,0,0,0,0,0,0
2011,PCB 153,0,0,0,0,0,0,0,0,0,0
2012,PCB 153,0,0,0,0,0,0,0,0,0,0
2013,PCB 153,0,0,0,0,0,0,0,0,0,0
2014,PCB 153,0,0,0,0,0,0,0,0,0,0
2015,PCB 153,0,0,0,0,0,0,0,0,0,0
2016,PCB 153,0,0,0,0,0,0,0,0,0,0
1998,PCB 180,0,0,0,0,0,0,0,0,0,0
1999,PCB 180,0,0,0,0,0,0,0,0,0,0
2000,PCB 180,0,0,0,0,0,0,0,0,0,0
2001,PCB 180,0,0,0,0,0,0,0,0,0,0
2002,PCB 180,0,0,0,0,0,0,0,0,0,0
2003,PCB 180,0,0,0.001,0.001,0,0.001,0.001,0.001,0.001,0
2004,PCB 180,0,0,0,0,0,0,0,0,0,0
2005,PCB 180,0,0,0,0,0,0,0,0,0,0
2006,PCB 180,0,0,0,0,0,0,0,0,0,0
2007,PCB 180,0,0,0,0,0,0,0,0,0,0
2008,PCB 180,0,0.002233077,0,0,0,0,0.00254,0,0,0
2009,PCB 180,0,0.002,0.002,0.002,0,0.002,0.002,0.002,0.002,0
2010,PCB 180,0,0,0,0,0,0,0,0,0,0
2011,PCB 180,0,0,0,0,0,0,0,0,0,0
2012,PCB 180,0,0,0,0,0,0,0,0,0,0
2013,PCB 180,0,0,0,0,0,0,0,0,0,0
2014,PCB 180,0,0,0,0,0,0,0,0,0,0
2015,PCB 180,0,0,0,0,0,0,0,0,0,0
2016,PCB 180,0,0,0,0,0,0,0,0,0,0
1998,PCB 28,0,0,0,0,0,0,0,0,0,0
1999,PCB 28,0,0,0,0,0,0,0,0,0,0
2000,PCB 28,0,0,0,0,0,0,0,0,0,0
2001,PCB 28,0,0,0,0,0,0,0,0,0,0
2002,PCB 28,0,0,0,0,0,0,0,0,0,0
2003,PCB 28,0,0,0.001,0.001,0,0.001,0.012,0.001,0.001,0
2004,PCB 28,0,0,0,0,0,0,0,0,0,0
2005,PCB 28,0,0,0,0,0,0,0,0,0,0
2006,PCB 28,0,0,0,0,0,0,0,0,0,0
2007,PCB 28,0,0,0,0,0,0,0,0,0,0
2008,PCB 28,0,0,0,0,0,0,0,0,0,0
2009,PCB 28,0,0,0,0,0,0,0,0,0,0
2010,PCB 28,0,0,0,0,0,0,0,0,0,0
2011,PCB 28,0,0,0,0,0,0,0,0,0,0
2012,PCB 28,0,0,0,0,0,0,0,0,0,0
2013,PCB 28,0,0,0,0,0,0,0,0,0,0
2014,PCB 28,0,0,0,0,0,0,0,0,0,0
2015,PCB 28,0,0,0,0,0,0,0,0,0,0
2016,PCB 28,0,0,0,0,0,0,0,0,0,0
1998,PCB 52,0,0,0,0,0,0,0,0,0,0
1999,PCB 52,0,0,0,0,0,0,0,0,0,0
2000,PCB 52,0,0,0,0,0,0,0,0,0,0
2001,PCB 52,0,0,0,0,0,0,0,0,0,0
2002,PCB 52,0,0,0,0,0,0,0,0,0,0
2003,PCB 52,0,0,0.001,0.001,0,0.0015,0.001,0.001,0.001,0
2004,PCB 52,0,0,0,0,0,0,0,0,0,0
2005,PCB 52,0,0,0,0,0,0,0,0,0,0
2006,PCB 52,0,0,0,0,0,0,0,0,0,0
2007,PCB 52,0,0,0,0,0,0,0,0,0,0
2008,PCB 52,0,0,0,0,0,0,0,0,0,0
2009,PCB 52,0,0,0,0,0,0,0,0,0,0
2010,PCB 52,0,0,0,0,0,0,0,0,0,0
2011,PCB 52,0,0,0,0,0,0,0,0,0,0
2012,PCB 52,0,0,0,0,0,0,0,0,0,0
2013,PCB 52,0,0,0,0,0,0,0,0,0,0
2014,PCB 52,0,0,0,0,0,0,0,0,0,0
2015,PCB 52,0,0,0,0,0,0,0,0,0,0
2016,PCB 52,0,0,0,0,0,0,0,0,0,0
1998,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
1999,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
2000,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
2001,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
2002,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
2003,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
2004,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
2005,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
2006,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
2007,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
2008,Pentachlorobenzene,0,0.001,0,0,0,0,0.001,0,0,0
2009,Pentachlorobenzene,0,0.001,0.004,0.004,0,0.004,0.001,0.004,0.004,0
2010,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
2011,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
2012,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
2013,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
2014,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
2015,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
2016,Pentachlorobenzene,0,0,0,0,0,0,0,0,0,0
1998,Petroleum hydrocarbons,0,0,0,0,0,0,0,0,0,0
1999,Petroleum hydrocarbons,0,0,0,0,0,0,0,0,0,0
2000,Petroleum hydrocarbons,0,0,0,0,0,0,0,0,0,0
2001,Petroleum hydrocarbons,0,0,0,0,0,0,0,0,0,0
2002,Petroleum hydrocarbons,0,2200,1120,2190,0,3550,1350,1220,1340,0
2003,Petroleum hydrocarbons,0,0,0,0,0,0,0,0,0,0
2004,Petroleum hydrocarbons,0,0,455.3333333,1296.25,0,3666.666667,0,2150.142857,983.75,0
2005,Petroleum hydrocarbons,0,10,753.9166667,885.5,0,364.2727273,10,973.25,1369.818182,0
2006,Petroleum hydrocarbons,0,2618,1720.16,811.775,0,1906.95,10,1874.111111,749.71,0
2007,Petroleum hydrocarbons,0,1597.105263,2986.333333,2840.857143,0,3792.607143,0,3741.785714,2123.222222,0
2008,Petroleum hydrocarbons,0,11.71818182,19.58333333,37.13888889,0,28.03030303,10,23.11111111,42.83333333,0
2009,Petroleum hydrocarbons,24.92307692,100,24.56,19.14722222,0,18.94210526,52.08333333,19.53888889,3121.781818,0
2010,Petroleum hydrocarbons,0,177.4193548,340,340,0,340,50,340,340,0
2011,Petroleum hydrocarbons,0,0,0,0,0,0,0,0,0,0
2012,Petroleum hydrocarbons,0,0,12000,13000,0,13550,0,12133.33333,15000,0
2013,Petroleum hydrocarbons,0,0,0,0,0,0,0,0,0,0
2014,Petroleum hydrocarbons,0,0,0,0,200,0,0,71.4,0,127
2015,Petroleum hydrocarbons,13.33333333,0,357.8,97.33333333,0,83.92222222,0,156.1333333,63.8,105.9666667
2016,Petroleum hydrocarbons,0,0,228.7333333,187.4,0,153.2,0,183.5583333,247.8,284.5272727
1998,Phenanthrene,0,0,0,0,0,0,0,0,0,0
1999,Phenanthrene,0,0,0,0,0,0,0,0,0,0
2000,Phenanthrene,0,0,0,0,0,0,0,0,0,0
2001,Phenanthrene,0,0,0,0,0,0,0,0,0,0
2002,Phenanthrene,0,0,0,0,0,0,0,0,0,0
2003,Phenanthrene,0,0,0,0,0,0,0,0,0,0
2004,Phenanthrene,0,0,0,0,0,0,0,0,0,0
2005,Phenanthrene,0,0,0,0,0,0,0,0,0,0
2006,Phenanthrene,0,0,0,0,0,0,0,0,0,0
2007,Phenanthrene,0,0,0,0,0,0,0,0,0,0
2008,Phenanthrene,0,0.005,0,0,0,0,0.005,0,0,0
2009,Phenanthrene,0,0.005,0.005,0.005,0,0.005,0.005,0.005,0.005,0.003
2010,Phenanthrene,0,0,0,0,0,0,0,0,0,0
2011,Phenanthrene,0,0,0,0,0,0,0,0,0,0
2012,Phenanthrene,0,0,0,0,0,0,0,0,0,0
2013,Phenanthrene,0,0,0,0,0,0,0,0,0,0
2014,Phenanthrene,0,0,0,0,0,0,0,0,0,0
2015,Phenanthrene,0,0,0,0,0,0,0,0,0,0
2016,Phenanthrene,0,0,0,0,0,0,0,0,0,0
1998,Potassium,0,2994.285714,3866.666667,3693.333333,0,3230.555556,7275,3348.333333,6036.666667,0
1999,Potassium,0,2796.774194,8825,3166.666667,0,3677.777778,6783.333333,3711.621622,7525,0
2000,Potassium,0,2720,8083.333333,3386.111111,0,3850,6358.333333,3738.888889,7191.666667,0
2001,Potassium,0,3291.153846,5088,3273.666667,0,3246.969697,6170.909091,3721.212121,5480,0
2002,Potassium,0,3266.666667,5233.333333,0,0,0,6885.714286,0,0,0
2003,Potassium,0,2956.666667,0,0,0,0,6225,0,0,0
2004,Potassium,0,2781.25,0,0,0,0,5708.333333,0,0,0
2005,Potassium,0,2652.777778,0,0,0,2816.666667,6916.666667,5100,0,0
2006,Potassium,0,2328.571429,0,0,0,0,4554.545455,0,0,0
2007,Potassium,0,2423.076923,3814.285714,1592.068966,0,1855.555556,3808.333333,1781.481481,3414.285714,0
2008,Potassium,0,2746.031746,2366.666667,1606.666667,0,1993.333333,4300,1877.777778,3433.333333,0
2009,Potassium,0,2690.909091,3427.272727,2175,0,2286.842105,3958.333333,2697.435897,3808.333333,0
2010,Potassium,0,2426.315789,2650,2171.666667,0,2422.222222,3791.666667,2311.111111,3400,0
2011,Potassium,0,2395.454545,3425,2275,0,2566.666667,4137.5,2740,3625,0
2012,Potassium,0,2826.086957,4077.777778,2844.444444,0,3176.190476,5181.818182,3152.380952,3587.5,0
2013,Potassium,0,2916.666667,4800,2847.619048,0,2973.333333,3391.666667,3153.333333,3920,0
2014,Potassium,3433.333333,2288.461538,3040,1800,3778.777778,2883.333333,3641.666667,4555.555556,3080,7714
2015,Potassium,3050,2250,2300,0,5052.5,2728.571429,2850,2714.285714,4266.666667,0
2016,Potassium,2466.666667,2294.117647,0,0,6489.230769,3266.666667,2275,2766.666667,0,0
1998,Pyrene,0,0,0,0,0,0,0,0,0,0
1999,Pyrene,0,0,0,0,0,0,0,0,0,0
2000,Pyrene,0,0,0,0,0,0,0,0,0,0
2001,Pyrene,0,0,0,0,0,0,0,0,0,0
2002,Pyrene,0,0,0,0,0,0,0,0,0,0
2003,Pyrene,0,0,0,0,0,0,0,0,0,0
2004,Pyrene,0,0,0,0,0,0,0,0,0,0
2005,Pyrene,0,0,0,0,0,0,0,0,0,0
2006,Pyrene,0,0,0,0,0,0,0,0,0,0
2007,Pyrene,0,0,0,0,0,0,0,0,0,0
2008,Pyrene,0,0.002063077,0,0,0,0,0.00292375,0,0,0
2009,Pyrene,0,0.003,0,0,0,0,0.003,0,0,0
2010,Pyrene,0,0,0,0,0,0,0,0,0,0
2011,Pyrene,0,0,0,0,0,0,0,0,0,0
2012,Pyrene,0,0,0,0,0,0,0,0,0,0
2013,Pyrene,0,0,0,0,0,0,0,0,0,0
2014,Pyrene,0,0,0,0,0,0,0,0,0,0
2015,Pyrene,0,0,0,0,0,0,0,0,0,0
2016,Pyrene,0,0,0,0,0,0,0,0,0,0
1998,Selenium,0,0,0,0,0,0,0,0,0,0
1999,Selenium,0,0,0,0,0,0,0,0,0,0
2000,Selenium,0,0,0,0,0,0,0,0,0,0
2001,Selenium,0,0,0,0,0,0,0,0,0,0
2002,Selenium,0,0,0,0,0,0,0,0,0,0
2003,Selenium,0,0,0,0,0,0,0,0,0,0
2004,Selenium,0,0,0,0,0,0,0,0,0,0
2005,Selenium,0,0,0,0,0,0,0,0,0,0
2006,Selenium,0,0,0,0,0,0,0,0,0,0
2007,Selenium,0,0,0,0,0,0,0,0,0,0
2008,Selenium,0,0,0.1355,0.050230769,0,0.1565,0,0.120923077,0.6558,0
2009,Selenium,0,0,1.8,1.096666667,0,1.345555556,0,1.301111111,2.45,0
2010,Selenium,0,0,0,0,0,0,0,0,0,0
2011,Selenium,0,0,0,0,0,0,0,0,0,0
2012,Selenium,0,0,0,0,0,0,0,0,0,0
2013,Selenium,0,0,0,0,0,0,0,0,0,0
2014,Selenium,0,0,0,0,0,0,0,0,0,0
2015,Selenium,0,0,0,0,0,0,0,0,0,0
2016,Selenium,0,0,0,0,0,0,0,0,0,0
1998,Silica (SiO2),0,0,0,0,0,0,0,0,0,0
1999,Silica (SiO2),0,0,0,0,0,0,0,0,0,0
2000,Silica (SiO2),0,0,0,0,0,0,0,0,0,0
2001,Silica (SiO2),0,0,0,0,0,0,0,0,0,0
2002,Silica (SiO2),0,0,0,0,0,0,0,0,0,0
2003,Silica (SiO2),0,8917.777778,7655,9121.666667,0,9363.333333,11950,9836.666667,9480,0
2004,Silica (SiO2),0,8405.983333,7899.166667,9702.916667,0,9981.333333,7695.545455,10086.94444,8913.333333,0
2005,Silica (SiO2),0,6602.121212,7770,6363.623188,0,6420,8184.166667,6699.6875,8199.166667,0
2006,Silica (SiO2),0,7647.742857,5655.833333,7179.836066,0,7176.666667,7839,7492.5,7614.166667,0
2007,Silica (SiO2),0,7114.893617,8007.818182,8548.063492,0,9061.939394,8115.8,8485.727273,7636.363636,0
2008,Silica (SiO2),0,5830.180328,5775.636364,5755.550725,0,4575.848485,7094.3,4880.694444,5560.181818,0
2009,Silica (SiO2),0,6236,5660.818182,6900.910256,0,5329.027778,8715,4809.694444,6206.272727,0
2010,Silica (SiO2),0,6738.625,5432.333333,6159.076923,0,6209.861111,7364.5,5836.055556,6336.25,0
2011,Silica (SiO2),0,0,0,0,0,0,0,0,0,0
2012,Silica (SiO2),9458.333333,0,0,0,0,0,8916.666667,0,0,0
2013,Silica (SiO2),0,0,0,0,0,0,0,0,0,0
2014,Silica (SiO2),0,0,1840,0,0,0,0,0,0,0
2015,Silica (SiO2),0,0,0,0,0,0,0,0,0,0
2016,Silica (SiO2),0,0,0,0,0,0,0,0,0,0
1998,Simazine,0,0,0,0,0,0,0,0,0,0
1999,Simazine,0,0,0,0,0,0,0,0,0,0
2000,Simazine,0,0,0,0,0,0,0,0,0,0
2001,Simazine,0,0,0,0,0,0,0,0,0,0
2002,Simazine,0,0,0,0,0,0,0,0,0,0
2003,Simazine,0,0,0,0,0,0,0,0,0,0
2004,Simazine,0,0,0,0,0,0,0,0,0,0
2005,Simazine,0,0.156,0.191,0.098333333,0,0.205,0.223,0.159666667,0.209,0
2006,Simazine,0,0.1821,0.162777778,0.150595745,0,0.1418125,0.2685,0.1537,0.1309,0
2007,Simazine,0,0.094113636,0.066,0.068190476,0,0.07175,0.104583333,0.077305556,0.063416667,0
2008,Simazine,0,0,0,0,0,0,0,0,0,0
2009,Simazine,0,0,0.1,0.1,0,0.1,0,0.1,0.1,0.05
2010,Simazine,0,0,0,0,0,0,0,0,0,0
2011,Simazine,0,0,0,0,0,0,0,0,0,0
2012,Simazine,0,0,0,0,0,0,0,0,0,0
2013,Simazine,0,0,0,0,0,0,0,0,0,0
2014,Simazine,0,0,0,0,0,0,0,0,0,0
2015,Simazine,0,0,0,0,0,0,0,0,0,0
2016,Simazine,0,0,0,0,0,0,0,0,0,0
